blueWardsPlaced;blueFirstBlood;blueKills;blueDeaths;blueAssists;blueEliteMonsters;blueDragons;blueHeralds;blueTowersDestroyed;blueTotalGold;blueAvgLevel;blueTotalMinionsKilled;blueGoldDiff;redWardsPlaced;redFirstBlood;redKills;redDeaths;redAssists;redEliteMonsters;redDragons;redHeralds;redTowersDestroyed;redTotalGold;redAvgLevel;redTotalMinionsKilled;redGoldDiff;blueWins
24;1;12;2;13;1;1;0;0;19306;7.4;206;5831;19;0;2;12;0;0;0;0;0;13475;6.4;197;-5831;1
14;1;8;8;6;0;0;0;1;18801;7.2;215;1917;19;0;8;8;6;1;1;0;0;16884;7.0;202;-1917;1
17;1;9;1;10;1;1;0;0;16988;7.0;209;3222;15;0;1;9;0;0;0;0;0;13766;6.6;218;-3222;1
13;0;4;9;3;0;0;0;0;15027;6.6;216;-3148;16;1;9;4;9;1;1;0;0;18175;7.0;220;3148;0
15;0;6;9;3;1;1;0;0;15512;6.6;198;-2399;15;1;9;6;5;0;0;0;0;17911;7.2;222;2399;0
14;0;4;7;4;1;0;1;0;17147;6.8;213;946;15;1;7;4;9;1;1;0;0;16201;7.0;222;-946;0
18;0;3;3;3;1;0;1;1;16748;7.0;221;2533;38;1;3;3;4;1;1;0;0;14215;6.4;198;-2533;1
14;0;4;12;3;0;0;0;0;14456;6.6;212;-4680;15;1;12;4;14;2;1;1;0;19136;7.6;220;4680;0
20;1;10;7;16;1;1;0;0;18247;7.0;225;1348;38;0;7;10;10;1;0;1;0;16899;6.6;224;-1348;1
17;1;9;5;7;0;0;0;0;18196;7.2;230;2763;13;0;5;9;6;1;1;0;0;15433;6.8;194;-2763;1
17;1;7;7;10;1;1;0;0;16866;6.8;220;-808;15;0;7;7;8;0;0;0;0;17674;7.2;234;808;1
15;0;4;7;2;1;1;0;0;13960;6.4;184;-2791;14;1;7;4;7;0;0;0;0;16751;7.0;238;2791;0
13;0;3;6;4;0;0;0;0;14545;6.6;190;-1199;48;1;6;3;6;1;1;0;0;15744;6.8;203;1199;0
13;1;12;5;7;1;1;0;0;18894;7.2;195;2712;13;0;5;12;5;0;0;0;0;16182;6.6;195;-2712;1
18;0;4;10;7;0;0;0;0;14595;6.4;181;-4266;13;1;10;4;7;1;1;0;0;18861;7.6;245;4266;0
20;1;11;6;15;1;0;1;0;19670;7.4;239;3380;16;0;6;11;10;0;0;0;0;16290;7.0;197;-3380;1
41;1;11;3;15;1;1;0;0;19116;7.6;223;3648;17;0;3;11;2;0;0;0;0;15468;7.0;209;-3648;1
17;1;6;3;6;0;0;0;0;17186;7.0;234;2320;17;0;3;6;6;0;0;0;0;14866;6.6;207;-2320;1
15;0;2;6;2;0;0;0;0;14498;7.0;223;-1754;17;1;6;2;4;0;0;0;0;16252;7.2;228;1754;0
35;1;6;6;2;2;1;1;0;17085;7.2;229;411;8;0;6;6;9;0;0;0;0;16674;7.2;213;-411;1
82;1;12;3;14;1;1;0;0;19032;7.2;191;3965;12;0;3;12;3;0;0;0;0;15067;6.4;182;-3965;1
14;0;1;10;0;0;0;0;0;14401;6.8;212;-3441;13;1;10;1;10;1;1;0;0;17842;7.2;229;3441;0
13;0;6;10;5;1;1;0;0;15741;6.8;198;-1864;17;1;10;6;7;0;0;0;0;17605;7.2;205;1864;1
14;1;9;3;12;0;0;0;1;19138;6.8;239;3653;17;0;3;9;4;1;0;1;1;15485;6.6;193;-3653;1
15;1;7;6;10;1;0;1;0;17363;7.0;233;1449;51;0;6;7;6;1;1;0;0;15914;7.0;206;-1449;1
17;0;2;5;2;0;0;0;0;15190;7.0;241;-1782;17;1;5;2;3;1;1;0;0;16972;7.2;251;1782;0
13;1;5;7;3;2;1;1;0;15592;7.0;205;-1711;17;0;7;5;8;0;0;0;0;17303;7.2;241;1711;0
17;0;5;6;5;0;0;0;0;15951;6.8;221;322;18;1;6;5;8;0;0;0;0;15629;6.8;203;-322;1
14;1;5;8;9;0;0;0;0;15934;6.4;199;-2277;14;0;8;5;8;1;1;0;0;18211;7.0;257;2277;0
40;0;4;4;5;0;0;0;0;15894;7.0;223;310;19;1;4;4;4;1;1;0;0;15584;7.0;223;-310;1
15;0;5;7;3;0;0;0;0;16148;6.8;237;-404;15;1;7;5;6;2;1;1;0;16552;7.0;215;404;0
18;0;7;8;5;0;0;0;0;16456;6.8;209;-706;18;1;8;7;8;1;1;0;0;17162;6.8;200;706;0
17;1;7;8;10;2;1;1;0;17903;7.0;239;651;17;0;8;7;12;0;0;0;0;17252;7.0;217;-651;0
15;1;6;3;12;0;0;0;0;16925;6.6;212;784;15;0;3;6;2;0;0;0;0;16141;7.2;224;-784;1
18;1;3;5;7;1;1;0;0;14966;7.0;227;-1966;13;0;5;3;4;1;0;1;0;16932;7.2;247;1966;0
38;0;6;10;7;1;0;1;0;16014;7.2;211;-2651;15;1;10;6;13;1;1;0;0;18665;7.2;240;2651;1
15;0;3;7;1;0;0;0;0;15311;6.8;229;-1731;82;1;7;3;4;1;1;0;0;17042;7.4;238;1731;0
17;1;4;2;3;0;0;0;0;16177;7.0;226;1255;15;0;2;4;1;0;0;0;0;14922;6.8;253;-1255;0
86;0;5;6;7;0;0;0;0;16123;6.8;203;569;15;1;6;5;4;1;1;0;0;15554;6.8;181;-569;1
20;1;10;6;9;0;0;0;0;18344;7.2;222;2326;16;0;6;10;5;0;0;0;0;16018;7.0;188;-2326;0
13;1;5;4;5;1;0;1;0;17564;7.4;257;1369;19;0;4;5;5;1;1;0;0;16195;7.2;233;-1369;0
15;0;4;4;5;1;1;0;0;15676;7.0;231;-261;59;1;4;4;8;1;0;1;0;15937;6.8;231;261;1
33;0;1;4;0;0;0;0;0;15652;7.0;258;11;14;1;4;1;4;2;1;1;0;15641;7.0;227;-11;0
20;0;10;6;11;1;1;0;0;18079;7.2;215;1120;15;1;6;10;3;0;0;0;0;16959;7.0;226;-1120;1
17;0;1;6;1;0;0;0;0;14325;6.8;235;-1887;17;1;6;1;10;1;1;0;0;16212;7.2;228;1887;0
16;0;5;7;6;0;0;0;0;16132;6.8;210;-155;21;1;7;5;11;0;0;0;0;16287;7.0;191;155;0
14;1;7;2;10;0;0;0;0;17130;7.0;226;1931;16;0;2;7;4;0;0;0;0;15199;6.8;219;-1931;1
94;1;9;7;16;1;1;0;1;19459;7.0;206;1896;14;0;7;9;6;0;0;0;1;17563;7.0;215;-1896;1
15;1;5;4;4;0;0;0;0;15742;6.8;219;501;13;0;4;5;5;1;1;0;0;15241;6.6;196;-501;0
19;0;4;7;6;1;0;1;0;15412;6.8;192;-1271;17;1;7;4;8;0;0;0;0;16683;7.0;233;1271;0
15;0;4;8;4;0;0;0;0;15337;6.6;217;-2811;17;1;8;4;7;1;1;0;0;18148;7.2;224;2811;1
12;1;6;6;4;1;1;0;0;15969;7.0;217;-1070;15;0;6;6;4;0;0;0;0;17039;7.0;254;1070;0
45;0;8;7;10;0;0;0;0;16347;6.8;185;-559;15;1;7;8;4;1;0;1;0;16906;7.0;215;559;1
35;1;13;8;11;0;0;0;1;20341;7.4;235;3202;24;0;8;13;10;1;1;0;0;17139;6.6;189;-3202;1
21;1;5;6;3;0;0;0;0;16507;7.2;228;731;20;0;6;5;8;1;0;1;0;15776;7.2;203;-731;0
103;0;2;5;0;1;1;0;0;13649;6.8;199;-2497;13;1;5;2;4;0;0;0;0;16146;7.0;211;2497;0
13;1;6;11;9;0;0;0;0;15377;6.4;191;-4853;16;0;11;6;7;0;0;0;1;20230;7.0;230;4853;0
34;1;2;3;3;1;0;1;0;15345;7.2;230;-164;19;0;3;2;7;1;1;0;0;15509;6.6;236;164;0
21;1;3;9;3;0;0;0;0;14426;6.6;205;-3954;18;0;9;3;7;1;1;0;1;18380;7.2;254;3954;0
16;0;7;7;4;1;1;0;0;16518;7.0;229;176;10;1;7;7;9;0;0;0;0;16342;6.6;200;-176;0
12;0;1;6;0;1;1;0;0;14112;6.8;232;-2720;52;1;6;1;4;1;0;1;0;16832;7.4;247;2720;0
24;0;6;5;8;0;0;0;0;16809;7.4;225;226;52;1;5;6;7;2;1;1;0;16583;7.2;239;-226;0
12;1;7;8;6;1;1;0;0;17011;7.2;231;-2215;13;0;8;7;13;1;0;1;2;19226;7.0;206;2215;0
16;1;6;3;6;1;1;0;0;16928;7.2;236;1071;18;0;3;6;0;0;0;0;0;15857;7.2;254;-1071;0
14;0;3;11;2;0;0;0;0;14016;6.6;190;-4534;11;1;11;3;13;1;1;0;0;18550;7.2;228;4534;0
20;0;7;4;10;0;0;0;0;16082;6.8;199;287;31;1;4;7;4;0;0;0;0;15795;6.6;209;-287;1
13;1;10;3;12;2;1;1;0;18851;7.4;230;4064;11;0;3;10;5;0;0;0;0;14787;6.8;195;-4064;1
43;1;10;3;6;2;1;1;1;19994;7.6;248;5475;19;0;3;10;2;0;0;0;0;14519;7.0;217;-5475;1
18;0;8;5;9;0;0;0;0;17935;7.0;226;2070;18;1;5;8;5;0;0;0;0;15865;6.8;214;-2070;0
61;0;3;10;4;0;0;0;0;13539;6.6;163;-5293;31;1;10;3;13;0;0;0;0;18832;7.4;236;5293;0
15;0;2;8;1;0;0;0;0;13874;6.6;203;-4231;17;1;8;2;7;1;1;0;0;18105;7.6;248;4231;0
13;1;7;6;7;0;0;0;0;16920;7.0;204;1563;16;0;6;7;8;0;0;0;0;15357;6.8;178;-1563;1
18;0;9;12;5;0;0;0;0;17484;7.2;222;-978;16;1;12;9;13;1;1;0;0;18462;7.0;213;978;1
16;0;9;10;9;0;0;0;0;16731;7.0;191;-1625;13;1;10;9;12;0;0;0;0;18356;7.0;229;1625;0
17;0;7;7;5;0;0;0;0;16374;6.6;194;-255;23;1;7;7;7;1;1;0;0;16629;6.8;194;255;0
17;1;5;5;4;1;1;0;0;15706;6.8;219;-578;21;0;5;5;2;0;0;0;0;16284;7.2;240;578;0
18;1;2;13;2;1;1;0;0;14368;6.8;201;-5683;19;0;13;2;13;0;0;0;0;20051;8.0;270;5683;0
11;1;5;9;5;0;0;0;0;15081;6.2;195;-1492;19;0;9;5;14;0;0;0;0;16573;6.6;218;1492;0
18;0;8;13;5;0;0;0;0;16077;6.8;180;-3056;17;1;13;8;12;0;0;0;0;19133;7.2;223;3056;0
16;0;3;6;3;0;0;0;0;15092;7.0;204;-1857;19;1;6;3;6;2;1;1;0;16949;7.2;252;1857;0
15;0;3;5;2;1;1;0;0;14986;6.8;220;-2042;15;1;5;3;6;1;0;1;1;17028;7.0;232;2042;1
18;1;6;1;7;1;1;0;0;16894;7.2;234;2647;13;0;1;6;1;0;0;0;0;14247;6.8;217;-2647;1
28;0;3;7;3;0;0;0;0;14525;6.6;201;-5011;22;1;7;3;5;0;0;0;1;19536;7.2;244;5011;0
16;1;8;1;6;1;0;1;2;18618;7.2;223;4343;29;0;1;8;1;0;0;0;0;14275;6.8;190;-4343;1
39;0;3;6;3;0;0;0;0;15345;6.6;226;-192;59;1;6;3;8;2;1;1;0;15537;6.8;191;192;0
19;0;9;5;10;1;1;0;0;17967;7.0;209;3066;15;1;5;9;4;0;0;0;0;14901;6.4;177;-3066;1
23;1;13;3;15;0;0;0;0;19484;7.2;235;4694;14;0;3;13;3;2;1;1;0;14790;6.6;196;-4694;1
14;0;3;6;3;0;0;0;0;14508;6.8;200;-3968;15;1;6;3;7;2;1;1;1;18476;7.2;243;3968;0
18;1;8;6;8;1;1;0;0;17505;7.2;223;786;17;0;6;8;7;0;0;0;0;16719;6.6;220;-786;1
15;1;7;2;9;0;0;0;0;17428;7.4;219;2444;16;0;2;7;1;1;1;0;0;14984;6.8;242;-2444;1
18;1;8;9;7;0;0;0;0;17336;7.2;218;691;20;0;9;8;7;0;0;0;0;16645;7.0;192;-691;1
11;0;4;9;3;1;1;0;0;15386;7.0;209;-2820;134;1;9;4;11;0;0;0;0;18206;7.4;229;2820;1
14;0;4;5;6;1;1;0;0;16353;6.8;240;246;16;1;5;4;7;0;0;0;0;16107;6.8;227;-246;1
12;0;7;8;7;0;0;0;0;16697;7.0;211;-864;13;1;8;7;8;0;0;0;0;17561;7.2;226;864;1
21;0;3;4;3;1;1;0;0;14850;6.8;226;-858;21;1;4;3;5;0;0;0;0;15708;6.8;239;858;1
15;0;3;6;4;0;0;0;0;14879;6.6;217;-1775;35;1;6;3;4;0;0;0;0;16654;6.8;215;1775;0
17;1;10;7;11;1;1;0;0;18454;7.2;230;1455;19;0;7;10;5;0;0;0;0;16999;7.0;247;-1455;0
17;0;1;4;0;0;0;0;0;14334;7.0;242;-1878;22;1;4;1;6;1;1;0;0;16212;7.0;262;1878;1
17;0;4;3;4;1;1;0;1;17490;7.0;233;2755;39;1;3;4;3;1;0;1;0;14735;7.0;197;-2755;1
30;1;13;7;14;1;1;0;0;19526;7.4;225;3003;13;0;7;13;9;0;0;0;0;16523;6.6;200;-3003;1
16;1;10;6;12;1;1;0;0;18439;7.2;223;1894;12;0;6;10;5;0;0;0;0;16545;7.0;203;-1894;1
44;1;9;8;9;1;1;0;0;17375;7.2;210;-522;16;0;8;9;7;1;0;1;1;17897;7.0;190;522;0
13;0;8;5;9;1;1;0;0;17367;7.0;215;1992;12;1;5;8;4;0;0;0;0;15375;6.6;211;-1992;1
16;0;7;7;5;0;0;0;0;16354;6.8;213;-1256;17;1;7;7;5;2;1;1;0;17610;7.0;226;1256;1
36;0;5;7;5;0;0;0;0;15708;6.8;220;-1127;13;1;7;5;4;0;0;0;0;16835;7.0;226;1127;0
38;1;3;6;5;2;1;1;0;15427;6.8;209;-1186;21;0;6;3;2;0;0;0;0;16613;7.2;230;1186;0
14;1;9;6;10;2;1;1;0;16851;6.6;190;-1328;37;0;6;9;6;0;0;0;1;18179;7.0;227;1328;0
18;1;6;7;6;0;0;0;0;15786;6.8;193;-1818;19;0;7;6;4;1;1;0;0;17604;7.2;246;1818;0
15;1;8;9;5;0;0;0;0;16319;6.8;217;-1228;11;0;9;8;9;0;0;0;0;17547;6.8;191;1228;0
15;1;2;7;1;1;1;0;0;14324;6.6;211;-2638;16;0;7;2;6;0;0;0;0;16962;6.8;244;2638;0
13;0;7;6;7;0;0;0;0;16064;7.0;181;41;11;1;6;7;5;2;1;1;0;16023;6.8;206;-41;1
19;1;10;6;10;1;1;0;0;18013;7.2;228;1446;18;0;6;10;5;0;0;0;0;16567;7.0;216;-1446;1
15;0;4;9;4;0;0;0;0;15890;7.0;229;-2782;15;1;9;4;10;1;1;0;0;18672;7.0;235;2782;0
57;0;4;6;3;0;0;0;0;15492;6.6;218;-310;17;1;6;4;7;1;1;0;0;15802;7.2;192;310;0
18;1;4;5;3;0;0;0;0;16281;7.2;219;699;16;0;5;4;7;1;1;0;0;15582;7.2;200;-699;0
41;0;2;7;4;1;1;0;0;15032;7.0;232;-2785;22;1;7;2;7;1;0;1;0;17817;7.2;228;2785;0
34;0;6;9;7;0;0;0;0;16777;7.2;219;-1681;19;1;9;6;9;0;0;0;0;18458;7.4;241;1681;0
48;1;6;4;8;0;0;0;0;15708;6.8;197;-189;13;0;4;6;3;1;0;1;0;15897;6.8;244;189;0
16;0;6;4;8;1;1;0;0;17505;7.2;240;791;16;1;4;6;5;0;0;0;0;16714;6.6;234;-791;1
16;0;6;7;5;1;1;0;0;15889;6.8;220;-1248;17;1;7;6;12;0;0;0;1;17137;6.4;191;1248;0
16;1;12;3;14;1;1;0;0;19031;7.4;234;4188;19;0;3;12;2;1;0;1;0;14843;6.6;207;-4188;0
18;0;10;4;4;0;0;0;0;18581;7.6;249;3301;17;1;4;10;4;1;1;0;0;15280;6.6;213;-3301;1
13;1;2;6;4;0;0;0;0;14796;6.4;225;-2944;16;0;6;2;7;1;1;0;0;17740;7.2;231;2944;0
15;0;8;3;8;1;1;0;0;17429;7.4;239;2800;15;1;3;8;1;0;0;0;0;14629;6.6;197;-2800;0
21;0;9;7;7;1;1;0;0;17686;7.0;236;1178;41;1;7;9;5;1;0;1;0;16508;6.8;187;-1178;0
17;0;6;9;5;0;0;0;0;16158;7.2;213;-900;17;1;9;6;12;2;1;1;0;17058;6.8;177;900;0
16;0;4;10;2;0;0;0;0;14471;6.6;169;-4204;17;1;10;4;11;2;1;1;0;18675;7.2;227;4204;0
156;1;9;6;10;1;1;0;0;17419;7.0;209;2196;15;0;6;9;5;0;0;0;0;15223;6.6;192;-2196;1
16;0;10;6;17;1;0;1;0;17859;7.0;221;1711;32;1;6;10;6;0;0;0;0;16148;6.8;209;-1711;1
17;0;3;7;3;0;0;0;0;14546;6.6;200;-2560;43;1;7;3;6;1;1;0;0;17106;7.0;203;2560;1
17;0;11;11;8;1;1;0;0;17373;6.6;178;-1768;14;1;11;11;8;0;0;0;0;19141;7.2;198;1768;0
16;0;8;4;9;0;0;0;0;17239;7.2;209;1436;46;1;4;8;2;0;0;0;0;15803;6.6;225;-1436;1
12;1;10;9;14;0;0;0;0;18178;7.0;213;342;15;0;9;10;8;1;1;0;0;17836;7.0;222;-342;0
17;0;9;10;8;1;1;0;0;16690;6.6;215;170;11;1;10;9;8;0;0;0;0;16520;6.4;189;-170;0
13;0;1;9;1;0;0;0;0;13508;6.6;186;-5373;15;1;9;1;11;2;1;1;0;18881;7.2;241;5373;0
18;0;7;7;7;0;0;0;0;17122;7.0;236;360;36;1;7;7;7;1;1;0;0;16762;7.0;187;-360;0
13;1;5;6;11;0;0;0;0;16429;6.6;226;-448;14;0;6;5;7;1;1;0;0;16877;7.2;233;448;0
15;0;8;17;7;0;0;0;0;17556;6.6;192;-2089;16;1;17;8;16;0;0;0;0;19645;6.8;186;2089;1
17;0;3;10;3;0;0;0;0;14635;6.6;202;-3709;16;1;10;3;10;1;1;0;0;18344;6.8;231;3709;0
12;1;10;4;6;0;0;0;0;17890;7.2;226;2961;34;0;4;10;6;0;0;0;0;14929;6.6;207;-2961;1
13;0;1;2;2;0;0;0;0;12884;6.4;174;-2825;16;1;2;1;4;1;1;0;0;15709;7.0;239;2825;0
18;1;8;3;14;1;1;0;0;17160;7.0;191;2841;18;0;3;8;1;0;0;0;0;14319;6.6;208;-2841;0
40;0;3;8;3;0;0;0;0;14416;6.8;185;-3253;15;1;8;3;9;1;1;0;0;17669;7.6;229;3253;0
35;0;10;6;8;0;0;0;0;18165;7.0;219;2746;23;1;6;10;3;0;0;0;0;15419;6.8;206;-2746;1
53;0;3;8;3;0;0;0;0;14438;6.6;199;-2502;16;1;8;3;6;1;1;0;0;16940;7.0;232;2502;0
15;0;7;9;6;0;0;0;0;16784;7.4;196;-1270;15;1;9;7;10;0;0;0;0;18054;7.2;210;1270;0
17;0;6;6;5;0;0;0;0;15384;6.6;189;-1495;18;1;6;6;7;2;1;1;0;16879;6.8;211;1495;0
15;1;2;9;1;0;0;0;0;14980;6.4;232;-2432;18;0;9;2;17;1;1;0;0;17412;7.0;219;2432;0
15;1;10;4;11;0;0;0;0;18314;7.0;219;3884;11;0;4;10;6;1;1;0;0;14430;6.6;167;-3884;1
14;0;7;11;6;0;0;0;0;16548;6.8;224;-2133;16;1;11;7;19;1;1;0;0;18681;7.0;215;2133;0
27;1;9;1;12;1;1;0;0;18329;7.6;225;4973;38;0;1;9;0;0;0;0;0;13356;6.8;199;-4973;1
19;1;7;6;8;0;0;0;0;16877;6.8;216;338;32;0;6;7;9;1;1;0;0;16539;7.0;230;-338;1
13;0;4;9;5;0;0;0;0;14899;6.8;232;-3099;18;1;9;4;10;1;1;0;0;17998;7.2;227;3099;0
54;0;3;5;2;1;1;0;0;15630;7.2;236;-1655;15;1;5;3;6;0;0;0;0;17285;7.0;257;1655;0
24;1;9;8;8;1;0;1;0;18321;6.8;230;2788;18;0;8;9;5;0;0;0;0;15533;6.6;183;-2788;1
16;0;10;9;7;2;1;1;0;17793;7.2;215;508;15;1;9;10;10;0;0;0;0;17285;7.0;193;-508;1
17;0;1;5;2;0;0;0;0;14297;6.6;235;-2955;59;1;5;1;4;1;1;0;0;17252;7.2;257;2955;0
10;0;4;11;2;0;0;0;0;15602;6.6;216;-2082;45;1;11;4;13;1;1;0;0;17684;6.8;199;2082;1
13;1;8;4;10;1;0;1;0;17938;7.0;239;3117;13;0;4;8;1;1;1;0;0;14821;6.8;196;-3117;0
17;1;10;5;11;1;1;0;0;17556;6.8;206;2153;16;0;5;10;7;0;0;0;0;15403;6.8;202;-2153;1
53;1;4;5;4;0;0;0;0;15232;7.0;209;-625;11;0;5;4;6;0;0;0;0;15857;7.2;215;625;1
16;0;4;8;5;1;0;1;0;15768;6.8;233;-1657;14;1;8;4;7;0;0;0;0;17425;7.0;253;1657;0
16;0;3;4;6;0;0;0;0;14663;6.4;206;-893;17;1;4;3;4;0;0;0;0;15556;6.8;212;893;0
17;1;7;4;9;0;0;0;0;17180;7.0;219;1618;16;0;4;7;5;1;1;0;0;15562;6.8;195;-1618;1
15;0;7;3;4;1;1;0;0;16616;7.2;246;958;20;1;3;7;5;0;0;0;0;15658;6.8;229;-958;1
18;0;2;6;1;1;1;0;0;14555;6.6;232;-2459;61;1;6;2;10;0;0;0;0;17014;7.2;243;2459;0
13;0;4;7;5;0;0;0;0;15614;7.0;241;-816;32;1;7;4;9;1;1;0;0;16430;6.8;234;816;0
15;1;3;1;3;0;0;0;0;16956;7.0;270;3560;45;0;1;3;0;0;0;0;0;13396;6.6;198;-3560;1
13;0;7;2;8;0;0;0;0;17102;7.2;219;2763;15;1;2;7;1;0;0;0;0;14339;6.8;229;-2763;1
14;1;4;10;4;0;0;0;0;14869;6.6;188;-4659;18;0;10;4;14;2;1;1;0;19528;7.4;255;4659;0
15;1;3;5;3;1;1;0;0;15295;6.8;210;98;16;0;5;3;6;0;0;0;0;15197;6.4;213;-98;1
13;1;5;3;2;0;0;0;0;16506;6.8;233;1922;12;0;3;5;4;0;0;0;0;14584;6.2;218;-1922;1
19;1;7;0;9;1;1;0;1;18745;7.0;259;4783;12;0;0;7;0;1;0;1;0;13962;6.4;217;-4783;1
18;1;14;7;13;1;0;1;0;18802;6.8;213;2393;9;0;7;14;6;1;1;0;0;16409;6.8;206;-2393;1
15;1;9;8;11;1;0;1;0;18677;7.0;220;1334;108;0;8;9;10;1;1;0;0;17343;6.8;206;-1334;1
23;1;14;9;18;1;1;0;0;20909;7.4;210;3193;14;0;9;14;9;0;0;0;0;17716;7.0;183;-3193;1
19;1;8;7;8;0;0;0;0;17012;6.8;204;-992;18;0;7;8;8;1;1;0;0;18004;6.8;240;992;1
30;0;7;4;7;0;0;0;0;16559;7.0;205;715;16;1;4;7;4;1;1;0;0;15844;6.8;235;-715;0
18;1;12;10;13;0;0;0;0;19884;7.4;226;1136;14;0;10;12;12;0;0;0;0;18748;6.8;211;-1136;1
17;0;5;8;8;0;0;0;0;14642;6.4;189;-3133;15;1;8;5;8;0;0;0;0;17775;7.4;213;3133;0
12;0;2;4;3;1;1;0;0;14120;6.4;217;-1443;12;1;4;2;5;1;0;1;0;15563;6.8;214;1443;0
13;0;6;14;4;0;0;0;0;15484;7.0;188;-5634;15;1;14;6;9;1;1;0;0;21118;7.8;243;5634;0
15;1;3;1;3;0;0;0;0;15392;7.0;232;1232;23;0;1;3;2;1;1;0;0;14160;6.8;223;-1232;0
17;1;5;8;4;0;0;0;0;16568;7.0;239;-1163;30;0;8;5;11;1;1;0;0;17731;7.4;223;1163;0
14;1;9;11;12;0;0;0;0;17140;6.6;167;-791;16;0;11;9;11;0;0;0;0;17931;7.0;214;791;1
12;0;7;9;8;1;1;0;0;16695;7.2;189;-771;17;1;9;7;6;0;0;0;0;17466;7.0;244;771;0
26;0;12;10;13;0;0;0;0;17513;6.8;193;-773;15;1;10;12;11;1;1;0;0;18286;6.8;208;773;0
20;0;8;9;7;2;1;1;0;17299;7.0;218;-1143;16;1;9;8;6;0;0;0;0;18442;7.2;233;1143;0
14;0;4;5;3;0;0;0;0;16581;7.0;254;1103;21;1;5;4;3;0;0;0;0;15478;6.8;205;-1103;1
14;1;4;3;4;0;0;0;0;17137;7.4;261;1482;14;0;3;4;2;2;1;1;0;15655;7.4;230;-1482;1
16;0;6;5;6;0;0;0;0;16262;7.2;207;591;16;1;5;6;5;1;1;0;0;15671;7.0;217;-591;0
36;0;4;14;2;0;0;0;0;15719;6.8;211;-3558;12;1;14;4;9;2;1;1;0;19277;7.4;212;3558;0
39;0;5;3;5;1;0;1;0;15824;7.2;221;225;128;1;3;5;6;1;1;0;0;15599;6.8;248;-225;0
18;0;8;2;5;1;0;1;0;17235;7.4;227;3613;105;1;2;8;1;0;0;0;0;13622;6.4;182;-3613;1
17;1;7;4;12;1;1;0;0;17199;7.0;229;1545;16;0;4;7;5;0;0;0;0;15654;7.2;226;-1545;0
13;1;3;3;4;0;0;0;0;15716;7.0;241;-411;14;0;3;3;1;1;1;0;0;16127;7.2;246;411;0
17;0;9;6;9;1;1;0;0;17835;7.4;246;2177;15;1;6;9;4;0;0;0;0;15658;6.8;213;-2177;1
14;0;1;12;0;0;0;0;0;10730;4.8;140;-10830;18;1;12;1;14;0;0;0;2;21560;7.4;241;10830;0
15;1;10;6;13;1;1;0;0;18436;6.8;250;2312;16;0;6;10;8;0;0;0;0;16124;6.8;181;-2312;1
13;0;3;4;4;1;1;0;0;14017;6.2;185;-2309;35;1;4;3;5;0;0;0;0;16326;7.2;214;2309;0
14;1;7;9;9;0;0;0;0;15888;6.6;195;-1696;11;0;9;7;7;0;0;0;0;17584;7.2;186;1696;0
13;1;8;8;11;1;0;1;0;17185;6.8;193;-246;13;0;8;8;8;0;0;0;0;17431;6.8;208;246;1
14;1;5;3;2;1;0;1;0;15358;6.6;223;543;11;0;3;5;3;1;1;0;0;14815;7.0;199;-543;0
14;1;6;5;9;0;0;0;0;15448;6.8;180;58;39;0;5;6;6;1;1;0;0;15390;6.6;201;-58;1
68;1;9;3;9;1;1;0;0;17913;7.0;249;2185;36;0;3;9;5;0;0;0;0;15728;6.6;231;-2185;1
22;1;6;4;9;1;1;0;0;16231;6.8;222;124;13;0;4;6;2;0;0;0;0;16107;7.4;239;-124;1
18;0;3;10;4;1;1;0;0;14878;6.4;213;-4657;39;1;10;3;11;0;0;0;1;19535;7.6;244;4657;0
19;0;3;3;1;1;0;1;0;15229;7.0;242;511;17;1;3;3;0;1;1;0;0;14718;7.0;209;-511;0
12;0;12;5;19;0;0;0;0;19933;7.2;248;4171;15;1;5;12;7;1;1;0;0;15762;6.4;202;-4171;1
11;0;3;10;1;0;0;0;0;14637;6.6;210;-3368;36;1;10;3;10;1;1;0;0;18005;7.4;236;3368;0
80;0;5;10;3;0;0;0;0;16637;6.8;219;-2368;56;1;10;5;14;1;1;0;1;19005;7.0;224;2368;1
12;1;8;7;7;1;1;0;0;16840;7.2;193;-144;42;0;7;8;7;0;0;0;0;16984;7.2;218;144;1
27;0;4;6;1;1;1;0;0;14358;6.8;190;-2128;18;1;6;4;5;0;0;0;0;16486;7.0;227;2128;0
15;1;4;10;5;1;1;0;0;15403;6.6;242;-2613;40;0;10;4;15;1;0;1;0;18016;7.0;230;2613;0
11;0;6;9;8;0;0;0;0;16328;6.8;221;-1325;14;1;9;6;8;1;1;0;0;17653;7.2;234;1325;0
18;1;8;6;6;1;1;0;0;16166;6.8;188;-209;16;0;6;8;9;0;0;0;0;16375;7.0;215;209;1
17;0;1;9;0;0;0;0;0;13458;6.6;221;-4232;26;1;9;1;8;0;0;0;0;17690;7.2;225;4232;0
17;0;4;6;4;1;1;0;0;15613;7.0;229;-716;15;1;6;4;3;0;0;0;0;16329;6.8;213;716;1
17;0;6;4;5;0;0;0;0;16819;7.0;244;1621;18;1;4;6;2;1;1;0;0;15198;6.8;219;-1621;0
13;0;3;5;4;0;0;0;0;14815;6.4;221;-2541;8;1;5;3;3;2;1;1;1;17356;7.0;237;2541;0
